genome_name,species,Assembly_version_NCBI,Accession,Complete7tm,Completeno7tm,Complete_Total,Ambiguous,Edge,Pseudogene,Truncated
Canis_lupus_dingo,Canis_lupus_dingo,GCA_003254725.2_ASM325472v2,GCA_003254725.2,17,0,17,0,0,7,0
Theropithecus_gelada,Theropithecus_gelada,GCA_003255815.1_Tgel_1.0,GCA_003255815.1,27,1,28,1,2,14,3
Xiphophorus_hellerii,Xiphophorus_hellerii,GCA_003331165.2_Xiphophorus_hellerii-4.1,GCA_003331165.2,1,1,2,0,0,0,0
Macaca_mulatta,Macaca_mulatta,GCA_003339765.3_Mmul_10,GCA_003339765.3,28,1,29,0,0,14,2
Carassius_auratus,Carassius_auratus,GCA_003368295.1_ASM336829v1,GCA_003368295.1,11,0,11,0,0,1,0
Bos_indicus_x_Bos_taurus,Bos_indicus_x_Bos_taurus,GCA_003369695.2_UOA_Brahman_1,GCA_003369695.2,18,5,23,0,0,13,0
Crotalus_viridis_viridis,Crotalus_viridis_viridis,GCA_003400415.2_UTA_CroVir_3.0,GCA_003400415.2,1,0,1,0,0,0,1
Cricetulus_griseus,Cricetulus_griseus,GCA_003668045.2_CriGri-PICRH-1.0,GCA_003668045.2,36,0,36,0,0,14,0
Peromyscus_maniculatus_bairdii,Peromyscus_maniculatus_bairdii,GCA_003704035.3_HU_Pman_2.1.3,GCA_003704035.3,33,4,37,0,0,26,3
Peromyscus_polionotus_subgriseus,Peromyscus_polionotus_subgriseus,GCA_003704135.2_HU_Ppol_1.3.3,GCA_003704135.2,29,4,33,2,1,26,3
Takifugu_flavidus,Takifugu_flavidus,GCA_003711565.2_ASM371156v2,GCA_003711565.2,5,1,6,0,0,1,1
Junco_hyemalis,Junco_hyemalis,GCA_003829775.2_dark-eyed_junco_22Sep2020_assembly,GCA_003829775.2,3,0,3,5,5,1,0
Calypte_anna,Calypte_anna,GCA_003957555.2_bCalAnn1_v1.p,GCA_003957555.2,8,0,8,0,0,0,0
Taeniopygia_guttata,Taeniopygia_guttata,GCA_003957565.4_bTaeGut1.4.pri,GCA_003957565.4,6,1,7,0,0,1,0
Oryzias_javanicus,Oryzias_javanicus,GCA_003999625.1_OJAV_1.1,GCA_003999625.1,1,0,1,0,0,0,0
Chiloscyllium_plagiosum,Chiloscyllium_plagiosum,GCA_004010195.1_ASM401019v1,GCA_004010195.1,1,0,1,0,0,0,0
Lateolabrax_maculatus,Lateolabrax_maculatus,GCA_004023545.1_ASM402354v1,GCA_004023545.1,2,0,2,0,0,2,0
Takifugu_bimaculatus,Takifugu_bimaculatus,GCA_004026145.2_XU_Tbim_1.0,GCA_004026145.2,4,1,5,0,0,1,0
Strigops_habroptila,Strigops_habroptila,GCA_004027225.2_bStrHab1.2.pri,GCA_004027225.2,1,0,1,0,0,1,1
Ornithorhynchus_anatinus,Ornithorhynchus_anatinus,GCA_004115215.4_mOrnAna1.pri.v4,GCA_004115215.4,6,1,7,0,0,1,1
Rhinolophus_ferrumequinum,Rhinolophus_ferrumequinum,GCA_004115265.3_mRhiFer1_v1.p,GCA_004115265.3,16,1,17,0,0,8,0
Collichthys_lucidus,Collichthys_lucidus,GCA_004119915.2_ASM411991v2,GCA_004119915.2,7,0,7,0,0,0,0
Phyllostomus_discolor,Phyllostomus_discolor,GCA_004126475.3_mPhyDis1.pri.v3,GCA_004126475.3,25,0,25,0,0,11,0
Podarcis_muralis,Podarcis_muralis,GCA_004329235.1_PodMur_1.0,GCA_004329235.1,37,2,39,0,0,11,0
Perca_flavescens,Perca_flavescens,GCA_004354835.1_PFLA_1.0,GCA_004354835.1,2,0,2,0,0,1,1
Peromyscus_leucopus,Peromyscus_leucopus,GCA_004664715.2_UCI_PerLeu_2.1,GCA_004664715.2,29,5,34,0,0,36,2
Pyxicephalus_adspersus,Pyxicephalus_adspersus,GCA_004786255.1_Pads_1.0,GCA_004786255.1,98,7,105,15,14,34,13
Epinephelus_lanceolatus,Epinephelus_lanceolatus,GCA_005281545.1_ASM528154v1,GCA_005281545.1,2,0,2,0,0,1,1
Lonchura_striata_domestica,Lonchura_striata_domestica,GCA_005870125.1_lonStrDom2,GCA_005870125.1,3,0,3,1,3,1,0
Bos_grunniens,Bos_grunniens,GCA_005887515.2_BosGru3.0,GCA_005887515.2,13,4,17,0,0,19,3
Oncorhynchus_nerka,Oncorhynchus_nerka,GCA_006149115.2_Oner_1.1,GCA_006149115.2,9,2,11,1,0,13,1
Reinhardtius_hippoglossoides,Reinhardtius_hippoglossoides,GCA_006182925.3_UL_REHI_2.0,GCA_006182925.3,2,0,2,0,0,0,0
Suricata_suricatta,Suricata_suricatta,GCA_006229205.1_meerkat_22Aug2017_6uvM2_HiC,GCA_006229205.1,16,0,16,0,0,9,0
Epinephelus_moara,Epinephelus_moara,GCA_006386435.1_YSFRI_EMoa_1.0,GCA_006386435.1,2,0,2,0,0,1,1
Sus_scrofa_scrofa,Sus_scrofa_scrofa,GCA_006511355.2_NSME_pig_1.2,GCA_006511355.2,16,1,17,0,0,6,0
Nomascus_leucogenys,Nomascus_leucogenys,GCA_006542625.1_Asia_NLE_v1,GCA_006542625.1,20,1,21,0,0,6,0
Archocentrus_centrarchus,Archocentrus_centrarchus,GCA_007364275.2_fArcCen1,GCA_007364275.2,1,0,1,0,0,0,1
Gopherus_evgoodei,Gopherus_evgoodei,GCA_007399415.1_rGopEvg1_v1.p,GCA_007399415.1,9,2,11,0,0,11,1
Lynx_canadensis,Lynx_canadensis,GCA_007474595.2_mLynCan4.pri.v2,GCA_007474595.2,13,1,14,0,0,13,0
Rhinopithecus_roxellana,Rhinopithecus_roxellana,GCA_007565055.1_ASM756505v1,GCA_007565055.1,23,1,24,0,0,18,2
Thylacinus_cynocephalus,Thylacinus_cynocephalus,GCA_007646695.3_UniMelb_ThyCyn2.0_hybrid_assembly,GCA_007646695.3,14,0,14,0,0,20,2
Kryptolebias_hermaphroditus,Kryptolebias_hermaphroditus,GCA_007896545.1_ASM789654v1,GCA_007896545.1,2,0,2,0,0,0,0
Coilia_nasus,Coilia_nasus,GCA_007927625.1_knifefish_assembly_2.0,GCA_007927625.1,5,0,5,0,0,0,0
Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,GCA_008122165.1_Kamilah_GGO_v0,GCA_008122165.1,24,1,25,0,0,10,1
Sander_lucioperca,Sander_lucioperca,GCA_008315115.2_SLUC_FBN_1.2,GCA_008315115.2,2,0,2,0,0,1,1
Lichenostomus_cassidix,Lichenostomus_melanops,GCA_008360975.2_HeHo_2.0,GCA_008360975.2,13,6,19,0,0,1,0
Triplophysa_tibetana,Triplophysa_tibetana,GCA_008369825.1_ASM836982v1,GCA_008369825.1,7,1,8,0,0,1,0
Mastomys_coucha,Mastomys_coucha,GCA_008632895.1_UCSF_Mcou_1,GCA_008632895.1,32,1,33,1,4,11,2
Alca_torda,Alca_torda,GCA_008658365.1_bAlcTor1_primary,GCA_008658365.1,2,0,2,0,0,1,0
Phocoena_sinus,Phocoena_sinus,GCA_008692025.1_mPhoSin1.pri,GCA_008692025.1,0,1,1,0,0,9,1
Etheostoma_spectabile,Etheostoma_spectabile,GCA_008692095.1_UIUC_Espe_1.0,GCA_008692095.1,1,0,1,0,0,3,0
Papio_anubis,Papio_anubis,GCA_008728515.2_Panubis1.1,GCA_008728515.2,27,3,30,0,0,12,3
Plectropomus_leopardus,Plectropomus_leopardus,GCA_008729295.2_YSFRI_Pleo_2.0,GCA_008729295.2,4,0,4,0,0,0,0
Muntiacus_muntjak,Muntiacus_muntjak,GCA_008782695.1_UCB_Mmun_1.0,GCA_008782695.1,26,1,27,1,0,14,1
Pangasianodon_hypophthalmus,Pangasianodon_hypophthalmus,GCA_009078355.1_GENO_Phyp_1.0,GCA_009078355.1,7,0,7,0,0,1,0
Cairina_moschata_domestica,Cairina_moschata_domestica,GCA_009194515.1_CaiMos1.0,GCA_009194515.1,3,0,3,1,0,0,0
Bos_grunniens_x_Bos_taurus,Bos_grunniens_x_Bos_taurus,GCA_009493645.1_ARS_UNL_BGru_maternal_1.0_p,GCA_009493645.1,20,3,23,0,0,13,0
Corvus_moneduloides,Corvus_moneduloides,GCA_009650955.1_bCorMon1.pri,GCA_009650955.1,8,2,10,0,0,0,0
Callithrix_jacchus,Callithrix_jacchus,GCA_009663435.2_Callithrix_jacchus_cj1700_1.1,GCA_009663435.2,22,2,24,0,0,12,0
Leptobrachium_leishanense,Leptobrachium_leishanense,GCA_009667805.1_ASM966780v1,GCA_009667805.1,129,14,143,0,0,29,9
Naja_naja,Naja_naja,GCA_009733165.1_Nana_v5,GCA_009733165.1,0,0,0,1,0,1,0
Malurus_cyaneus_samueli,Malurus_cyaneus,GCA_009741485.1_mCya_1.0,GCA_009741485.1,9,2,11,2,0,5,1
Lepus_timidus,Lepus_timidus,GCA_009760805.1_CIBIO-ISEM_LeTim_1.1,GCA_009760805.1,25,0,25,0,0,18,1
Zalophus_californianus,Zalophus_californianus,GCA_009762305.2_mZalCal1.pri.v2,GCA_009762305.2,5,2,7,0,0,16,3
Notolabrus_celidotus,Notolabrus_celidotus,GCA_009762535.1_fNotCel1.pri,GCA_009762535.1,4,0,4,0,0,0,0
Pristis_pectinata,Pristis_pectinata,GCA_009764475.2_sPriPec2.1.pri,GCA_009764475.2,1,0,1,0,0,0,0
Dermochelys_coriacea,Dermochelys_coriacea,GCA_009764565.4_rDerCor1.pri.v4,GCA_009764565.4,1,0,1,0,0,12,0
Geothlypis_trichas,Geothlypis_trichas,GCA_009764595.1_bGeoTri1.pri,GCA_009764595.1,15,5,20,0,0,4,0
Tauraco_erythrolophus,Tauraco_erythrolophus,GCA_009769465.1_bTauEry1.pri,GCA_009769465.1,3,0,3,0,0,0,0
Pterocles_gutturalis,Pterocles_gutturalis,GCA_009769525.1_bPteGut1.pri,GCA_009769525.1,1,0,1,0,0,2,1
Thamnophis_elegans,Thamnophis_elegans,GCA_009769535.1_rThaEle1.pri,GCA_009769535.1,0,0,0,0,0,0,0
Cyclopterus_lumpus,Cyclopterus_lumpus,GCA_009769545.1_fCycLum1.pri,GCA_009769545.1,2,0,2,0,0,0,0
Bucorvus_abyssinicus,Bucorvus_abyssinicus,GCA_009769605.1_bBucAby1.pri,GCA_009769605.1,2,0,2,0,0,1,0
Cygnus_olor,Cygnus_olor,GCA_009769625.2_bCygOlo1.pri.v2,GCA_009769625.2,3,0,3,0,0,0,0
Lacerta_agilis,Lacerta_agilis,GCA_009819535.1_rLacAgi1.pri,GCA_009819535.1,28,1,29,0,0,3,0
Merops_nubicus,Merops_nubicus,GCA_009819595.1_bMerNub1.pri,GCA_009819595.1,5,0,5,0,0,0,0
Sterna_hirundo,Sterna_hirundo,GCA_009819605.1_bSteHir1.pri,GCA_009819605.1,3,0,3,0,0,1,0
Sylvia_atricapilla,Sylvia_atricapilla,GCA_009819655.1_bSylAtr1.pri,GCA_009819655.1,13,0,13,0,0,0,0
Hippoglossus_hippoglossus,Hippoglossus_hippoglossus,GCA_009819705.1_fHipHip1.pri,GCA_009819705.1,2,0,2,0,0,0,0
Phoenicopterus_ruber_ruber,Phoenicopterus_ruber,GCA_009819775.1_bPhoRub2.pri,GCA_009819775.1,1,0,1,0,0,1,0
Aythya_fuligula,Aythya_fuligula,GCA_009819795.1_bAytFul2.pri,GCA_009819795.1,4,0,4,0,0,0,0
Cariama_cristata,Cariama_cristata,GCA_009819825.1_bCarCri1.pri,GCA_009819825.1,2,0,2,0,0,1,0
Catharus_ustulatus,Catharus_ustulatus,GCA_009819885.2_bCatUst1.pri.v2,GCA_009819885.2,15,2,17,0,0,6,0
Thamnaconus_septentrionalis,Thamnaconus_septentrionalis,GCA_009823395.1_ASM982339v1,GCA_009823395.1,2,2,4,0,0,0,0
Periophthalmus_magnuspinnatus,Periophthalmus_magnuspinnatus,GCA_009829125.1_fPerMag1.pri,GCA_009829125.1,4,0,4,0,0,1,0
Chiroxiphia_lanceolata,Chiroxiphia_lanceolata,GCA_009829145.1_bChiLan1.pri,GCA_009829145.1,13,0,13,0,0,4,0
Mustela_erminea,Mustela_erminea,GCA_009829155.1_mMusErm1.Pri,GCA_009829155.1,13,1,14,0,0,12,1
Camelus_ferus,Camelus_ferus,GCA_009834535.1_BCGSAC_Cfer_1.0,GCA_009834535.1,11,0,11,0,0,8,1
Balaenoptera_musculus,Balaenoptera_musculus,GCA_009873245.3_mBalMus1.pri.v3,GCA_009873245.3,2,1,3,0,0,10,0
Perca_fluviatilis,Perca_fluviatilis,GCA_010015445.1_GENO_Pfluv_1.0,GCA_010015445.1,2,0,2,0,0,1,1
Cervus_hanglu_yarkandensis,Cervus_hanglu_yarkandensis,GCA_010411085.1_CEY_v1,GCA_010411085.1,19,1,20,0,4,16,1
Acipenser_ruthenus,Acipenser_ruthenus,GCA_010645085.1_ASM1064508v1,GCA_010645085.1,15,0,15,0,0,0,1
Amblyraja_radiata,Amblyraja_radiata,GCA_010909765.2_sAmbRad1.1.pri,GCA_010909765.2,0,0,0,0,0,0,0
Petromyzon_marinus,Petromyzon_marinus,GCA_010993605.1_kPetMar1.pri,GCA_010993605.1,0,0,0,0,0,0,0
Esox_lucius,Esox_lucius,GCA_011004845.1_fEsoLuc1.pri,GCA_011004845.1,5,0,5,0,0,2,0
Balearica_regulorum_gibbericeps,Balearica_regulorum,GCA_011004875.1_bBalReg1.pri,GCA_011004875.1,3,0,3,0,0,0,0
Rattus_rattus,Rattus_rattus,GCA_011064425.1_Rrattus_CSIRO_v1,GCA_011064425.1,37,0,37,0,0,8,0
Stictonetta_naevosa,Stictonetta_naevosa,GCA_011074415.1_BPBGC_Snae_1.0,GCA_011074415.1,2,0,2,0,0,2,0
Heteronetta_atricapilla,Heteronetta_atricapilla,GCA_011075105.1_BPBGC_Hatr_1.0,GCA_011075105.1,3,0,3,0,0,0,0
Nettapus_auritus,Nettapus_auritus,GCA_011076525.1_BPBGC_Naur_1.0,GCA_011076525.1,2,1,3,0,0,0,0
Oxyura_jamaicensis,Oxyura_jamaicensis,GCA_011077185.1_BPBGC_Ojam_1.0,GCA_011077185.1,3,0,3,0,0,0,0
Trichosurus_vulpecula,Trichosurus_vulpecula,GCA_011100635.1_mTriVul1.pri,GCA_011100635.1,43,1,44,0,0,16,0
Fundulus_heteroclitus,Fundulus_heteroclitus,GCA_011125445.2_MU-UCD_Fhet_4.1,GCA_011125445.2,1,1,2,0,0,0,0
Epinephelus_fuscoguttatus,Epinephelus_fuscoguttatus,GCA_011397635.1_E.fuscoguttatus.final_Chr_v1,GCA_011397635.1,4,1,5,0,0,0,0
Poecile_atricapillus,Poecile_atricapillus,GCA_011421415.1_CUB_Patr_1.0,GCA_011421415.1,3,0,3,1,0,1,0
Arvicanthis_niloticus,Arvicanthis_niloticus,GCA_011762505.1_mArvNil1.pat.X,GCA_011762505.1,40,1,41,0,0,19,0
Tursiops_truncatus,Tursiops_truncatus,GCA_011762595.1_mTurTru1.mat.Y,GCA_011762595.1,0,0,0,0,0,10,0
Zootoca_vivipara,Zootoca_vivipara,GCA_011800845.1_UG_Zviv_1,GCA_011800845.1,30,2,32,3,2,5,4
Siniperca_knerii,Siniperca_knerii,GCA_011952075.1_sinKne6b,GCA_011952075.1,1,0,1,0,0,1,0
Siniperca_scherzeri,Siniperca_scherzeri,GCA_011952095.1_sinSch6b,GCA_011952095.1,1,0,1,0,0,1,0
Coreoperca_whiteheadi,Coreoperca_whiteheadi,GCA_011952105.1_corWhi6b,GCA_011952105.1,1,0,1,0,0,0,0
Melopsittacus_undulatus,Melopsittacus_undulatus,GCA_012275295.1_bMelUnd1.mat.Z,GCA_012275295.1,1,0,1,0,0,1,0
Ameiurus_melas,Ameiurus_melas,GCA_012411365.1_AMELA_1.0,GCA_012411365.1,4,0,4,0,0,2,1
Onychostoma_macrolepis,Onychostoma_macrolepis,GCA_012432095.1_ASM1243209v1,GCA_012432095.1,4,0,4,0,0,0,0
Molothrus_ater,Molothrus_ater,GCA_012460135.1_BPBGC_Mater_1.0,GCA_012460135.1,7,3,10,0,0,0,0
Macaca_fascicularis,Macaca_fascicularis,GCA_012559485.3_MFA1912RKSv2,GCA_012559485.3,28,1,29,0,2,12,1
Oncorhynchus_keta,Oncorhynchus_keta,GCA_012931545.1_Oket_V1,GCA_012931545.1,8,0,8,0,1,11,3
Poecilia_formosa,Poecilia_formosa,GCA_013036085.2_Poecilia_formosa_haplotype_mexicana,GCA_013036085.2,1,0,1,0,0,1,0
Pan_paniscus,Pan_paniscus,GCA_013052645.3_Mhudiblu_PPA_v2,GCA_013052645.3,23,1,24,0,0,12,1
Trachemys_scripta_elegans,Trachemys_scripta_elegans,GCA_013100865.1_CAS_Tse_1.0,GCA_013100865.1,9,1,10,0,0,8,0
Etheostoma_cragini,Etheostoma_cragini,GCA_013103735.1_CSU_Ecrag_1.0,GCA_013103735.1,1,0,1,0,0,2,0
Cromileptes_altivelis,Cromileptes_altivelis,GCA_013133815.1_SYSU_Calt_1.1,GCA_013133815.1,3,1,4,0,0,0,0
Oncorhynchus_mykiss,Oncorhynchus_mykiss,GCA_013265735.3_USDA_OmykA_1.1,GCA_013265735.3,16,0,16,0,0,9,1
Verasper_variegatus,Verasper_variegatus,GCA_013332515.1_ysfri_vvar_1.0,GCA_013332515.1,2,0,2,0,0,0,0
Anguilla_anguilla,Anguilla_anguilla,GCA_013347855.1_fAngAng1.pri,GCA_013347855.1,4,0,4,0,0,1,0
Antennarius_maculatus,Antennarius_maculatus,GCA_013358685.1_fAntMac1.pri,GCA_013358685.1,2,0,2,0,0,0,0
Electrophorus_electricus,Electrophorus_electricus,GCA_013358815.1_fEleEle1.pri,GCA_013358815.1,0,1,1,0,0,3,0
Oreochromis_aureus,Oreochromis_aureus,GCA_013358895.1_ZZ_aureus,GCA_013358895.1,1,0,1,0,0,1,0
Megalops_cyprinoides,Megalops_cyprinoides,GCA_013368585.1_fMegCyp1.pri,GCA_013368585.1,5,1,6,0,0,1,0
Nyctibius_grandis,Nyctibius_grandis,GCA_013368605.1_bNycGra1.pri,GCA_013368605.1,3,0,3,0,0,1,0
Oryctolagus_cuniculus_cuniculus,Oryctolagus_cuniculus_cuniculus,GCA_013371645.1_OryCun3.0,GCA_013371645.1,36,1,37,0,1,24,0
Rhegmatorhina_hoffmannsi,Rhegmatorhina_hoffmannsi,GCA_013398505.2_LSU_RhHo_2.0,GCA_013398505.2,12,0,12,1,4,4,2
Coloeus_monedula,Corvus_monedula,GCA_013407035.1_ASM1340703v1,GCA_013407035.1,4,1,5,0,0,4,2
Amphilophus_citrinellus,Amphilophus_citrinellus,GCA_013435755.1_ASM1343575v1,GCA_013435755.1,1,0,1,0,0,1,0
Giraffa_tippelskirchi,Giraffa_tippelskirchi,GCA_013496395.1_ASM1349639v1,GCA_013496395.1,12,1,13,2,1,14,0
Gasterosteus_nipponicus,Gasterosteus_nipponicus,GCA_014132575.2_Gnip_1.0,GCA_014132575.2,2,1,3,0,0,1,0
Bos_gaurus,Bos_gaurus,GCA_014182915.2_ARS_UOA_Gaur_1.1,GCA_014182915.2,17,4,21,0,0,17,1
Sciaenops_ocellatus,Sciaenops_ocellatus,GCA_014183145.1_ASM1418314v1,GCA_014183145.1,4,0,4,0,0,0,0
Nibea_albiflora,Nibea_albiflora,GCA_014281875.1_ASM1428187v1,GCA_014281875.1,4,0,4,0,0,0,0
Canis_lupus_familiaris,Canis_lupus_familiaris,GCA_014441545.1_ROS_Cfam_1.0,GCA_014441545.1,17,0,17,0,0,7,0
Ovis_orientalis,Ovis_orientalis,GCA_014523465.1_CAU_Oori_1.0,GCA_014523465.1,17,1,18,0,0,20,2
Entosphenus_tridentatus,Entosphenus_tridentatus,GCA_014621495.2_ETRf_v1,GCA_014621495.2,0,0,0,0,0,0,0
Ochotona_princeps,Ochotona_princeps,GCA_014633375.1_OchPri4.0,GCA_014633375.1,29,0,29,0,0,5,0
Sebastes_schlegelii,Sebastes_schlegelii,GCA_014673565.1_ASM1467356v1,GCA_014673565.1,3,0,3,0,0,0,0
Podarcis_muralis_nigriventris,Podarcis_muralis_nigriventris,GCA_014706415.1_LU_Pmuni_1.1,GCA_014706415.1,30,2,32,0,0,12,0
Silurus_meridionalis,Silurus_meridionalis,GCA_014805685.1_ASM1480568v1,GCA_014805685.1,8,0,8,0,0,0,0
Anableps_anableps,Anableps_anableps,GCA_014839685.1_fAnaAna1.pri,GCA_014839685.1,2,0,2,0,0,0,0
Sylvia_borin,Sylvia_borin,GCA_014839755.1_bSylBor1.pri,GCA_014839755.1,14,0,14,0,0,0,0
Dryobates_pubescens,Dryobates_pubescens,GCA_014839835.1_bDryPub1.pri,GCA_014839835.1,4,0,4,0,0,1,1
Xenentodon_cancila,Xenentodon_cancila,GCA_014839995.1_fXenCan1.pri,GCA_014839995.1,0,0,0,0,0,1,0
Bufo_gargarizans,Bufo_gargarizans,GCA_014858855.1_ASM1485885v1,GCA_014858855.1,121,15,136,0,0,30,9
Nematolebias_whitei,Nematolebias_whitei,GCA_014905685.2_NemWhi1,GCA_014905685.2,2,0,2,0,0,0,0
Falco_rusticolus,Falco_rusticolus,GCA_015220075.1_bFalRus1.pri,GCA_015220075.1,2,0,2,0,0,1,0
Choloepus_didactylus,Choloepus_didactylus,GCA_015220235.1_mChoDid1.pri,GCA_015220235.1,8,0,8,0,0,17,0
Pygocentrus_nattereri,Pygocentrus_nattereri,GCA_015220715.1_fPygNat1.pri,GCA_015220715.1,16,1,17,0,0,14,0
Sebastes_umbrosus,Sebastes_umbrosus,GCA_015220745.1_fSebUmb1.pri,GCA_015220745.1,3,0,3,0,0,0,1
Pogoniulus_pusillus,Pogoniulus_pusillus,GCA_015220805.1_bPogPus1.pri,GCA_015220805.1,6,1,7,0,0,0,0
Rattus_norvegicus,Rattus_norvegicus,GCA_015227675.2_mRatBN7.2,GCA_015227675.2,36,1,37,0,0,7,1
Hirundo_rustica,Hirundo_rustica,GCA_015227805.3_bHirRus1.pri.v3,GCA_015227805.3,7,3,10,0,0,1,0
Colaptes_auratus,Colaptes_auratus,GCA_015227895.2_Caur_TTU_1.0,GCA_015227895.2,6,1,7,0,0,6,1
Chelonia_mydas,Chelonia_mydas,GCA_015237465.2_rCheMyd1.pri.v2,GCA_015237465.2,1,2,3,0,0,14,0
Pao_palembangensis,Pao_palembangensis,GCA_015343265.1_ASM1534326v1,GCA_015343265.1,0,1,1,0,0,3,0
Anas_platyrhynchos,Anas_platyrhynchos,GCA_015476345.1_ZJU1.0,GCA_015476345.1,6,0,6,0,0,0,0
Fringilla_coelebs_coelebs,Fringilla_coelebs,GCA_015532645.2_FrCoel.v2,GCA_015532645.2,4,0,4,2,1,2,0
Lethenteron_reissneri,Lethenteron_reissneri,GCA_015708825.1_ASM1570882v1,GCA_015708825.1,0,0,0,0,0,0,0
Sylvilagus_bachmani,Sylvilagus_bachmani,GCA_015711505.1_Sylvilagus_bachmani_HiC,GCA_015711505.1,26,0,26,0,11,15,3
Hydrochoerus_hydrochaeris,Hydrochoerus_hydrochaeris,GCA_015741225.1_Hydrochoerus_hydrochaeris_HiC,GCA_015741225.1,30,1,31,0,0,42,2
Motacilla_alba_alba,Motacilla_alba_alba,GCA_015832195.1_Motacilla_alba_V1.0_pri,GCA_015832195.1,12,2,14,0,0,1,0
Triplophysa_dalaica,Triplophysa_dalaica,GCA_015846415.1_ASM1584641v1,GCA_015846415.1,5,1,6,0,0,0,0
Tachyglossus_aculeatus,Tachyglossus_aculeatus,GCA_015852505.1_mTacAcu1.pri,GCA_015852505.1,3,0,3,0,0,6,0
Lamprotornis_superbus,Lamprotornis_superbus,GCA_015883425.2_CU_Lasu_v2,GCA_015883425.2,4,2,6,0,0,0,0
Equus_asinus,Equus_asinus,GCA_016077325.2_ASM1607732v2,GCA_016077325.2,23,2,25,0,0,32,2
Dromaius_novaehollandiae,Dromaius_novaehollandiae,GCA_016128335.1_ZJU1.0,GCA_016128335.1,3,0,3,0,0,0,0
Mauremys_reevesii,Mauremys_reevesii,GCA_016161935.1_ASM1616193v1,GCA_016161935.1,12,1,13,0,0,11,3
Neoceratodus_forsteri,Neoceratodus_forsteri,GCA_016271365.1_neoFor_v3,GCA_016271365.1,27,3,30,0,0,25,7
Salvelinus_namaycush,Salvelinus_namaycush,GCA_016432855.1_SaNama_1.0,GCA_016432855.1,12,1,13,0,0,11,1
Antechinus_flavipes,Antechinus_flavipes,GCA_016432865.1_AdamAnt,GCA_016432865.1,21,0,21,0,0,10,0
Gracilinanus_agilis,Gracilinanus_agilis,GCA_016433145.1_AgileGrace,GCA_016433145.1,33,1,34,0,0,10,1
Prionailurus_bengalensis,Prionailurus_bengalensis,GCA_016509475.2_Fcat_Pben_1.1_paternal_pri,GCA_016509475.2,13,1,14,0,0,12,1
Gallus_gallus,Gallus_gallus,GCA_016699485.1_bGalGal1.mat.broiler.GRCg7b,GCA_016699485.1,3,0,3,0,0,0,0
Mugilogobius_chulae,Mugilogobius_chulae,GCA_016735935.1_ASM1673593v1,GCA_016735935.1,2,0,2,0,0,3,1
Ovis_aries,Ovis_aries,GCA_016772045.1_ARS-UI_Ramb_v2.0,GCA_016772045.1,19,0,19,0,0,19,2
Sceloporus_tristichus,Sceloporus_tristichus,GCA_016801065.1_ASM1680106v1,GCA_016801065.1,19,2,21,2,1,9,0
Polydactylus_sextarius,Polydactylus_sextarius,GCA_016801845.1_ASM1680184v1,GCA_016801845.1,4,0,4,0,0,0,0
Toxotes_chatareus,Toxotes_chatareus,GCA_016801885.1_ASM1680188v1,GCA_016801885.1,4,0,4,0,0,0,0
Platichthys_stellatus,Platichthys_stellatus,GCA_016801935.1_ASM1680193v1,GCA_016801935.1,4,0,4,0,0,0,0
Polypterus_senegalus,Polypterus_senegalus,GCA_016835505.1_ASM1683550v1,GCA_016835505.1,10,1,11,0,0,4,6
Xiphias_gladius,Xiphias_gladius,GCA_016859285.1_ASM1685928v1,GCA_016859285.1,3,0,3,0,0,0,0
Istiophorus_platypterus,Istiophorus_platypterus,GCA_016859345.1_ASM1685934v1,GCA_016859345.1,2,0,2,0,0,1,0
Ictidomys_tridecemlineatus,Ictidomys_tridecemlineatus,GCA_016881025.1_HiC_Itri_2,GCA_016881025.1,16,2,18,3,3,10,0
Acanthisitta_chloris,Acanthisitta_chloris,GCA_016904835.1_bAcaChl1.pri,GCA_016904835.1,4,1,5,0,0,2,0
Phacochoerus_africanus,Phacochoerus_africanus,GCA_016906955.1_ROS_Pafr_v1,GCA_016906955.1,14,2,16,0,0,7,0
Gasterosteus_aculeatus_aculeatus,Gasterosteus_aculeatus,GCA_016920845.1_GAculeatus_UGA_version5,GCA_016920845.1,3,0,3,0,0,0,0
Hepsetus_odoe,Hepsetus_odoe,GCA_017165825.1_ASM1716582v1,GCA_017165825.1,8,0,8,0,0,4,1
Alosa_alosa,Alosa_alosa,GCA_017589495.2_AALO_Geno_1.1,GCA_017589495.2,4,0,4,0,0,1,1
Amia_calva,Amia_calva,GCA_017591415.1_AmiCal1,GCA_017591415.1,2,1,3,1,1,0,0
Giraffa_camelopardalis_rothschildi,Giraffa_camelopardalis_rothschildi,GCA_017591445.1_ASM1759144v1,GCA_017591445.1,21,1,22,1,0,16,0
Myiopsitta_monachus,Myiopsitta_monachus,GCA_017639245.1_MMon_1.0,GCA_017639245.1,1,0,1,0,0,0,1
Amazona_aestiva,Amazona_aestiva,GCA_017639355.1_Aaes_hic,GCA_017639355.1,0,0,0,2,0,0,0
Pluvialis_apricaria,Pluvialis_apricaria,GCA_017639485.1_bPluApr1.pri,GCA_017639485.1,4,0,4,0,0,0,0
Carcharodon_carcharias,Carcharodon_carcharias,GCA_017639515.1_sCarCar2.pri,GCA_017639515.1,0,0,0,0,0,0,0
