accession,chromosome,start,mini,ends
GCA_013100865.1,CM023058.1,69527512,TRUE,0.345496314
GCA_013100865.1,CM023058.1,69547677,TRUE,0.345596518
GCA_013100865.1,CM023058.1,69566047,TRUE,0.345687802
GCA_028533065.1,CM052539.1,21154363,TRUE,0.109832258
GCA_028533065.1,CM052539.1,21178437,TRUE,0.109957248
GCA_028533065.1,CM052539.1,21197385,TRUE,0.110055625
GCA_028533065.1,CM052539.1,21208654,TRUE,0.110114133
GCA_028533065.1,CM052540.1,167289462,TRUE,0.127683257
GCA_028533065.1,CM052549.1,21101592,TRUE,0.253115873
GCA_028533065.1,CM052549.1,62674998,TRUE,0.248206635
GCA_028533065.1,CM052549.1,76109060,TRUE,0.087063612
GCA_028533065.1,CM052549.1,76121603,TRUE,0.086913157
GCA_028533065.1,CM052549.1,76172241,TRUE,0.086305749
GCA_028533065.1,CM052549.1,76694756,TRUE,0.080038125
GCA_028533065.1,CM052549.1,76723473,TRUE,0.079693662
GCA_028533065.1,JAPYXV010003131.1,11183,FALSE,0.10778682
GCA_028533065.1,JAPYXV010007150.1,5514,FALSE,0.404020752
GCA_028533065.1,JAPYXV010016594.1,378,FALSE,0.082641014
GCA_028533065.1,JAPYXV010020965.1,2116,FALSE,0.394217005
GCA_028533065.1,JAPYXV010021037.1,146,FALSE,0.042002301
GCA_028533065.1,JAPYXV010025252.1,1154,FALSE,0.41902687
GCA_905171665.2,LR991632.1,29779154,TRUE,0.203781605
GCA_905171665.2,LR991636.1,12696942,TRUE,0.354330955
GCA_028551375.1,CM052598.1,111300436,TRUE,0.344491366
GCA_028551375.1,CM052598.1,157852186,TRUE,0.070322862
GCA_028551375.1,CM052598.1,157861501,TRUE,0.070268001
GCA_028551375.1,CM052598.1,157875224,TRUE,0.070187178
GCA_028551375.1,CM052598.1,158017644,TRUE,0.06934839
GCA_028551375.1,CM052598.1,158712430,TRUE,0.065256418
GCA_028551375.1,CM052598.1,158909488,TRUE,0.064095837
GCA_028551375.1,CM052598.1,158935691,TRUE,0.063941513
GCA_028551375.1,CM052605.1,32380077,TRUE,0.309143551
GCA_028551375.1,CM052605.1,32430446,TRUE,0.309624441
GCA_028551375.1,CM052605.1,32435245,TRUE,0.309670258
GCA_028551375.1,CM052605.1,32438050,TRUE,0.309697039
GCA_028551375.1,CM052605.1,32451436,TRUE,0.309824839
GCA_028551375.1,CM052605.1,32471744,TRUE,0.310018727
GCA_028551375.1,CM052605.1,32507553,TRUE,0.310360607
GCA_028551375.1,CM052605.1,32525999,TRUE,0.310536718
GCA_028551375.1,CM052605.1,97626056,TRUE,0.067931012
GCA_030014385.1,CM057358.1,40907116,TRUE,0.031632507
GCA_030014385.1,CM057360.1,11291063,TRUE,0.27613935
GCA_030014385.1,CM057363.1,27912010,TRUE,0.305369989
GCA_030014385.1,CM057363.1,27920371,TRUE,0.305161914
GCA_030014385.1,CM057363.1,27932151,TRUE,0.304868752
GCA_030014385.1,CM057363.1,27934704,TRUE,0.304805217
GCA_030014385.1,CM057363.1,3041123,TRUE,0.075682665
GCA_030014385.1,CM057363.1,3110999,TRUE,0.077421628
GCA_011100635.1,CM021905.1,345215057,TRUE,0.392928355
GCA_011100635.1,CM021908.1,268064933,TRUE,0.394285772
GCA_011100635.1,CM021908.1,376121526,TRUE,0.150123229
GCA_011100635.1,CM021908.1,376142801,TRUE,0.150075156
GCA_011100635.1,CM021909.1,102930298,TRUE,0.331919705
GCA_011100635.1,CM021909.1,102949413,TRUE,0.331981345
GCA_011100635.1,CM021909.1,102971655,TRUE,0.332053069
GCA_011100635.1,CM021909.1,102995439,TRUE,0.332129765
GCA_011100635.1,CM021909.1,103015445,TRUE,0.332194279
GCA_011100635.1,CM021909.1,103034964,TRUE,0.332257222
GCA_011100635.1,CM021909.1,103061325,TRUE,0.332342228
GCA_011100635.1,CM021909.1,103097752,TRUE,0.332459694
GCA_011100635.1,CM021909.1,103115412,TRUE,0.332516643
GCA_011100635.1,CM021909.1,103157557,TRUE,0.332652548
GCA_011100635.1,CM021909.1,103175779,TRUE,0.332711308
GCA_011100635.1,CM021909.1,103192130,TRUE,0.332764036
GCA_011100635.1,CM021909.1,103216353,TRUE,0.332842148
GCA_011100635.1,CM021909.1,103248172,TRUE,0.332944754
GCA_011100635.1,CM021909.1,103262542,TRUE,0.332991093
GCA_011100635.1,CM021909.1,103389357,TRUE,0.333400034
GCA_011100635.1,CM021909.1,103538701,TRUE,0.333881624
GCA_011100635.1,CM021909.1,103571105,TRUE,0.333986118
GCA_011100635.1,CM021909.1,105194015,TRUE,0.339219521
GCA_011100635.1,CM021909.1,105307671,TRUE,0.339586028
GCA_011100635.1,CM021909.1,105313660,TRUE,0.339605341
GCA_011100635.1,CM021909.1,105328999,TRUE,0.339654805
GCA_011100635.1,CM021909.1,105342232,TRUE,0.339697477
GCA_011100635.1,CM021909.1,105354029,TRUE,0.339735519
GCA_011100635.1,CM021909.1,105371874,TRUE,0.339793064
GCA_011100635.1,CM021909.1,105386341,TRUE,0.339839716
GCA_011100635.1,CM021909.1,105401465,TRUE,0.339888486
GCA_011100635.1,CM021909.1,105432428,TRUE,0.339988333
GCA_011100635.1,CM021909.1,105442985,TRUE,0.340022376
GCA_011100635.1,CM021909.1,105471382,TRUE,0.340113948
GCA_011100635.1,CM021909.1,105488772,TRUE,0.340170025
GCA_011100635.1,CM021909.1,105499387,TRUE,0.340204256
GCA_011100635.1,CM021909.1,6159219,TRUE,0.019861656
GCA_011100635.1,CM021911.1,2843337,TRUE,0.010321743
GCA_011100635.1,CM021911.1,2970518,TRUE,0.010783429
GCA_011100635.1,CM021911.1,2985641,TRUE,0.010838328
GCA_011100635.1,CM021911.1,2992309,TRUE,0.010862534
GCA_011100635.1,CM021911.1,3025927,TRUE,0.010984572
GCA_011100635.1,CM021911.1,3093162,TRUE,0.011228646
GCA_011100635.1,CM021911.1,3133734,TRUE,0.011375928
GCA_029783895.1,CM056456.1,6647789,TRUE,0.260237864
GCA_029783895.1,CM056456.1,6650834,TRUE,0.260357066
GCA_029783895.1,CM056468.1,11173724,TRUE,0.466585588
GCA_029783895.1,CM056468.1,20248559,TRUE,0.033368536
GCA_029783895.1,CM056468.1,20252008,TRUE,0.033203886
GCA_015846415.1,CM027546.1,11885005,TRUE,0.469391779
GCA_015846415.1,CM027546.1,19196160,TRUE,0.241858149
GCA_015846415.1,CM027556.1,11406370,TRUE,0.48301457
GCA_015846415.1,CM027556.1,2252996,TRUE,0.102115406
GCA_015846415.1,CM027556.1,2257724,TRUE,0.102329699
GCA_024868665.1,CM045789.1,10212488,FALSE,0.428014463
GCA_024868665.1,CM045789.1,21180072,FALSE,0.112324329
GCA_024868665.1,CM045789.1,21212331,FALSE,0.110972326
GCA_008369825.1,CM017902.1,13763656,TRUE,0.463084708
GCA_008369825.1,CM017902.1,6378808,TRUE,0.248835016
GCA_008369825.1,CM017902.1,6384158,TRUE,0.249043718
GCA_008369825.1,CM017904.1,10871309,TRUE,0.465586787
GCA_008369825.1,CM017904.1,20348123,TRUE,0.128548623
GCA_008369825.1,CM017904.1,20358773,TRUE,0.128092514
GCA_008369825.1,CM017904.1,20368113,TRUE,0.127692509
GCA_020746105.1,CM036617.1,6201856,TRUE,0.027909329
GCA_020746105.1,CM036618.1,7179333,TRUE,0.056479532
GCA_020746105.1,CM036618.1,7190336,TRUE,0.056566092
GCA_020746105.1,CM036618.1,7206927,TRUE,0.056696613
GCA_020746105.1,CM036618.1,7215241,TRUE,0.056762019
GCA_020746105.1,CM036618.1,7226001,TRUE,0.056846668
GCA_020746105.1,CM036618.1,7236580,TRUE,0.056929892
GCA_020746105.1,CM036618.1,7244689,TRUE,0.056993685
GCA_020746105.1,CM036618.1,7256390,TRUE,0.057085737
GCA_020746105.1,CM036619.1,98842435,TRUE,0.016522835
GCA_028551405.1,CM052700.1,110178280,TRUE,0.262877496
GCA_028551405.1,CM052700.1,119469936,TRUE,0.200713804
GCA_028551405.1,CM052700.1,14871069,TRUE,0.099491475
GCA_028551405.1,CM052700.1,14907860,TRUE,0.099737617
GCA_028551405.1,CM052700.1,14927856,TRUE,0.099871396
GCA_028551405.1,CM052700.1,14945646,TRUE,0.099990416
GCA_028551405.1,CM052700.1,14962765,TRUE,0.100104946
GCA_028551405.1,CM052700.1,14973025,TRUE,0.100173588
GCA_028551405.1,CM052700.1,15036782,TRUE,0.10060014
GCA_028551405.1,CM052700.1,15050982,TRUE,0.100695142
GCA_028551405.1,CM052700.1,15068276,TRUE,0.100810843
GCA_028551405.1,CM052700.1,15081145,TRUE,0.10089694
GCA_028551405.1,CM052700.1,15140454,TRUE,0.101293734
GCA_028551405.1,CM052700.1,15193289,TRUE,0.101647214
GCA_028551405.1,CM052700.1,15206663,TRUE,0.10173669
GCA_028551405.1,CM052700.1,15229952,TRUE,0.1018925
GCA_028551405.1,CM052700.1,15836383,TRUE,0.105949687
GCA_028551405.1,CM052700.1,15838083,TRUE,0.105961061
GCA_028551405.1,CM052700.1,15841466,TRUE,0.105983694
GCA_028551405.1,CM052700.1,15867416,TRUE,0.106157306
GCA_028551405.1,CM052700.1,15892959,TRUE,0.106328196
GCA_028551405.1,CM052700.1,93645871,TRUE,0.373483786
GCA_028551405.1,CM052700.1,93678174,TRUE,0.37326767
GCA_028551405.1,CM052700.1,93683333,TRUE,0.373233155
GCA_028551405.1,CM052700.1,93860982,TRUE,0.372044635
GCA_028551405.1,CM052700.1,95190923,TRUE,0.36314697
GCA_028551405.1,CM052700.1,95282521,TRUE,0.362534154
GCA_028551405.1,CM052701.1,114761656,TRUE,0.187396103
GCA_028551405.1,CM052716.1,3830042,TRUE,0.054020448
GCA_028551405.1,CM052716.1,6952441,TRUE,0.098060016
GCA_028551405.1,JAPYYD010003086.1,5325,FALSE,0.365552276
GCA_028551405.1,JAPYYD010003959.1,11984,FALSE,0.117590752
GCA_028551405.1,JAPYYD010008255.1,869,FALSE,0.090192008
GCA_028551405.1,JAPYYD010014861.1,3796,FALSE,0.336827393
GCA_028551405.1,JAPYYD010015980.1,3086,FALSE,0.415530303
GCA_028551405.1,JAPYYD010016891.1,957,FALSE,0.190675433
GCA_023065955.2,JALAAU020000003.1,42515567,FALSE,0.414059747
GCA_023065955.2,JALAAU020000003.1,89949128,FALSE,0.123984089
GCA_023065955.2,JALAAU020000003.1,89958446,FALSE,0.123893341
GCA_023065955.2,JALAAU020000003.1,89971075,FALSE,0.123770347
GCA_023065955.2,JALAAU020000003.1,90161085,FALSE,0.121919837
GCA_023065955.2,JALAAU020000003.1,90931083,FALSE,0.114420815
GCA_023065955.2,JALAAU020000003.1,91129633,FALSE,0.112487133
GCA_023065955.2,JALAAU020000003.1,91155923,FALSE,0.112231095
GCA_023065955.2,JALAAU020000015.1,7536348,FALSE,0.116369937
GCA_023065955.2,JALAAU020000026.1,11074711,FALSE,0.248860263
GCA_023065955.2,JALAAU020000026.1,11079506,FALSE,0.248968012
GCA_023065955.2,JALAAU020000026.1,11082311,FALSE,0.249031043
GCA_023065955.2,JALAAU020000026.1,11095431,FALSE,0.249325863
GCA_023065955.2,JALAAU020000026.1,11117590,FALSE,0.249823799
GCA_023065955.2,JALAAU020000026.1,11152751,FALSE,0.250613903
GCA_023065955.2,JALAAU020000026.1,11170208,FALSE,0.25100618
GCA_023065955.2,JALAAU020000026.1,11218212,FALSE,0.25208488
GCA_023065955.2,JALAAU020000026.1,11221969,FALSE,0.252169304
GCA_028533085.1,CM052437.1,128392012,TRUE,0.30500924
GCA_028533085.1,CM052437.1,162421440,TRUE,0.120806674
GCA_028533085.1,CM052437.1,175647866,TRUE,0.049211536
GCA_028533085.1,CM052437.1,175660579,TRUE,0.04914272
GCA_028533085.1,CM052437.1,175753445,TRUE,0.048640033
GCA_028533085.1,CM052437.1,176303048,TRUE,0.045665011
GCA_028533085.1,CM052437.1,176493438,TRUE,0.044634423
GCA_028533085.1,CM052437.1,176499824,TRUE,0.044599855
GCA_028533085.1,CM052437.1,176525243,TRUE,0.044462261
GCA_028533085.1,CM052439.1,170970920,TRUE,0.027999955
GCA_028533085.1,CM052440.1,76647989,TRUE,0.493161257
GCA_028533085.1,CM052440.1,76804473,TRUE,0.492126498
GCA_028533085.1,CM052440.1,76819037,TRUE,0.492030193
GCA_028533085.1,CM052440.1,76843784,TRUE,0.491866552
GCA_028533085.1,CM052440.1,76848235,TRUE,0.49183712
GCA_028533085.1,JAQIFY010001722.1,5114,FALSE,0.366963261
GCA_028533085.1,JAQIFY010007067.1,1750,FALSE,0.177935943
GCA_028533085.1,JAQIFY010015146.1,384,FALSE,0.070394134
GCA_028533085.1,JAQIFY010019125.1,2938,FALSE,0.330751708
GCA_028533085.1,JAQIFY010021131.1,2953,FALSE,0.24725975
GCA_026259375.1,CM048041.1,19325411,TRUE,0.279733139
GCA_026259375.1,CM048052.1,8498596,TRUE,0.370597614
GCA_026979565.1,CM049527.1,73433324,TRUE,0.370359676
GCA_026979565.1,CM049527.1,73436357,TRUE,0.37033367
GCA_026979565.1,CM049527.1,73443334,TRUE,0.370273847
GCA_026979565.1,CM049528.1,107583544,TRUE,0.054740554
GCA_026979565.1,CM049528.1,107588134,TRUE,0.054700225
GCA_026979565.1,CM049528.1,107599508,TRUE,0.05460029
GCA_026979565.1,CM049528.1,107602575,TRUE,0.054573342
GCA_024509145.1,CM044061.1,74145789,TRUE,0.369901942
GCA_024509145.1,CM044061.1,74148822,TRUE,0.369876167
GCA_024509145.1,CM044061.1,74155805,TRUE,0.369816825
GCA_022828995.1,CM040823.1,20246071,TRUE,0.438598267
GCA_022828995.1,CM040835.1,19017944,TRUE,0.473077252
GCA_022828995.1,CM040835.1,31813535,TRUE,0.118554809
GCA_024294585.1,CM044357.1,7057619,TRUE,0.056159648
GCA_947247035.1,OX365968.1,6576445,TRUE,0.054737645
GCA_028626985.1,CM053639.1,575888587,TRUE,0.00038655
GCA_028626985.1,CM053640.1,5362287,TRUE,0.012235697
GCA_028626985.1,CM053640.1,5377606,TRUE,0.012270652
GCA_028626985.1,CM053640.1,5416659,TRUE,0.012359763
GCA_028626985.1,CM053641.1,3463466,TRUE,0.0132561
GCA_028626985.1,CM053641.1,86462374,TRUE,0.330926846
GCA_028626985.1,CM053641.1,86576081,TRUE,0.331362049
GCA_028626985.1,CM053641.1,86589708,TRUE,0.331414206
GCA_028626985.1,CM053641.1,86621435,TRUE,0.331535638
GCA_028626985.1,CM053641.1,86688318,TRUE,0.331791626
GCA_028626985.1,CM053641.1,86700348,TRUE,0.33183767
GCA_028626985.1,CM053641.1,86714971,TRUE,0.331893638
GCA_028626985.1,CM053641.1,86749101,TRUE,0.332024268
GCA_028626985.1,CM053641.1,87046645,TRUE,0.33316309
GCA_028626985.1,CM053641.1,87066811,TRUE,0.333240274
GCA_028626985.1,CM053641.1,88234587,TRUE,0.33770983
GCA_028626985.1,CM053641.1,88381300,TRUE,0.33827136
GCA_028626985.1,CM053641.1,88393250,TRUE,0.338317098
GCA_028626985.1,CM053641.1,88415746,TRUE,0.338403199
GCA_028626985.1,CM053641.1,88468163,TRUE,0.338603821
GCA_028626985.1,JAQQSX010000020.1,41591,FALSE,0.044149977
GCA_028626985.1,JAQQSX010003815.1,2883,FALSE,0.248834801
GCA_028626985.1,JAQQSX010006267.1,304,FALSE,0.032299193
GCA_028626985.1,JAQQSX010011184.1,4323,FALSE,0.289681236
GCA_028626985.1,JAQQSX010012943.1,1246,FALSE,0.237740889
GCA_024500485.1,CM044684.1,47830567,TRUE,0.288051652
GCA_024500485.1,CM044684.1,47841290,TRUE,0.28811623
GCA_024500485.1,CM044684.1,47855916,TRUE,0.288204313
GCA_024500485.1,CM044684.1,48050860,TRUE,0.289378331
GCA_024500485.1,CM044684.1,49179189,TRUE,0.296173505
GCA_024500485.1,CM044684.1,49206730,TRUE,0.296339366
GCA_024500485.1,CM044684.1,49385278,TRUE,0.297414641
GCA_024500485.1,CM044684.1,49416095,TRUE,0.297600232
GCA_024500485.1,CM044685.1,122198347,TRUE,0.224922134
GCA_024500485.1,CM044685.1,122206370,TRUE,0.224871246
GCA_024500485.1,CM044685.1,122220679,TRUE,0.224780487
GCA_024500485.1,CM044685.1,122238238,TRUE,0.224669114
GCA_024500485.1,CM044685.1,122279514,TRUE,0.224407309
GCA_024500485.1,CM044685.1,122324183,TRUE,0.224123983
GCA_024500485.1,CM044685.1,122333034,TRUE,0.224067843
GCA_024500485.1,CM044689.1,33733278,TRUE,0.251042964
GCA_024500485.1,CM044691.1,37762046,TRUE,0.298274639
GCA_018345385.1,CM031298.1,52721302,TRUE,0.346252984
GCA_018345385.1,CM031298.1,52731899,TRUE,0.346322581
GCA_018345385.1,CM031298.1,52748484,TRUE,0.346431505
GCA_018345385.1,CM031298.1,52924212,TRUE,0.347585618
GCA_018345385.1,CM031298.1,53789646,TRUE,0.353269451
GCA_018345385.1,CM031298.1,53817319,TRUE,0.353451197
GCA_018345385.1,CM031298.1,53996823,TRUE,0.354630109
GCA_018345385.1,CM031298.1,54026855,TRUE,0.354827347
GCA_018345385.1,CM031307.1,27057264,TRUE,0.437293101
GCA_018345385.1,CM031311.1,38607206,TRUE,0.109881168
GCA_018345385.1,CM031315.1,10929985,TRUE,0.238994104
GCA_018345385.1,CM031315.1,10938386,TRUE,0.2391778
GCA_018345385.1,CM031315.1,10952930,TRUE,0.239495818
GCA_018345385.1,CM031315.1,10973016,TRUE,0.239935016
GCA_018345385.1,CM031315.1,11014230,TRUE,0.240836198
GCA_018345385.1,CM031315.1,11055935,TRUE,0.241748116
GCA_018345385.1,CM031315.1,11064967,TRUE,0.241945609
GCA_024363595.1,CM044431.1,154947896,TRUE,0.328577384
GCA_024363595.1,CM044431.1,154955180,TRUE,0.328545821
GCA_024363595.1,CM044431.1,154965527,TRUE,0.328500985
GCA_024363595.1,CM044431.1,154971984,TRUE,0.328473005
GCA_024363595.1,CM044439.1,171762623,TRUE,0.010234603
GCA_024363595.1,CM044439.1,171769476,TRUE,0.010195114
GCA_024363595.1,CM044439.1,171772261,TRUE,0.010179065
GCA_024363595.1,CM044439.1,171778260,TRUE,0.010144497
GCA_024363595.1,CM044439.1,171783744,TRUE,0.010112896
GCA_024363595.1,CM044439.1,171837738,TRUE,0.00980176
GCA_024363595.1,CM044439.1,171846003,TRUE,0.009754134
GCA_024363595.1,CM044439.1,171861105,TRUE,0.00966711
GCA_024363595.1,CM044439.1,171890563,TRUE,0.009497362
GCA_024363595.1,CM044440.1,135968188,TRUE,0.011574661
GCA_024363595.1,CM044440.1,135977886,TRUE,0.011504161
GCA_024363595.1,CM044440.1,136006536,TRUE,0.011295889
GCA_024363595.1,CM044440.1,136020781,TRUE,0.011192334
GCA_024363595.1,CM044443.1,13518767,TRUE,0.099532751
GCA_024363595.1,CM044443.1,13559626,TRUE,0.099833578
GCA_024363595.1,CM044443.1,13565171,TRUE,0.099874404
GCA_024363595.1,CM044443.1,13781661,TRUE,0.101468324
GCA_024363595.1,CM044444.1,6516784,TRUE,0.062393562
GCA_024363595.1,CM044444.1,6636082,TRUE,0.063535755
GCA_024363595.1,CM044444.1,76719962,TRUE,0.265461045
GCA_024363595.1,CM044444.1,76726447,TRUE,0.265398956
GCA_024363595.1,CM044444.1,76741896,TRUE,0.265251043
GCA_024363595.1,CM044445.1,107329706,TRUE,0.123694319
GCA_024363595.1,CM044445.1,107345100,TRUE,0.123568633
GCA_024363595.1,CM044445.1,107348236,TRUE,0.123543029
GCA_024363595.1,CM044446.1,96099170,TRUE,0.081143134
GCA_024363595.1,CM044447.1,125979003,TRUE,0.055088527
GCA_024363595.1,CM044447.1,126022518,TRUE,0.054762141
GCA_024363595.1,CM044447.1,126052034,TRUE,0.054540755
GCA_024363595.1,CM044447.1,126064122,TRUE,0.054450088
GCA_024363595.1,CM044447.1,126073954,TRUE,0.054376343
GCA_024363595.1,CM044447.1,126088361,TRUE,0.054268282
GCA_024363595.1,CM044447.1,126115289,TRUE,0.054066308
GCA_024363595.1,CM044447.1,126180778,TRUE,0.053575104
GCA_024363595.1,CM044447.1,126200700,TRUE,0.053425678
GCA_024363595.1,CM044448.1,107077336,TRUE,0.020478653
GCA_024363595.1,CM044448.1,107087815,TRUE,0.020382793
GCA_024363595.1,CM044448.1,107094116,TRUE,0.020325153
GCA_024363595.1,CM044448.1,107097378,TRUE,0.020295313
GCA_024363595.1,CM044448.1,107111975,TRUE,0.020161782
GCA_024363595.1,CM044448.1,107126132,TRUE,0.020032277
GCA_024363595.1,CM044448.1,107170572,TRUE,0.019625749
GCA_024363595.1,CM044448.1,107176280,TRUE,0.019573534
GCA_024363595.1,CM044448.1,107196733,TRUE,0.019386434
GCA_024363595.1,CM044448.1,107204029,TRUE,0.019319691
GCA_024363595.1,JAMBMQ010005432.1,1406,FALSE,0.35563703
GCA_017654675.1,CM030340.1,154690199,TRUE,0.338195693
GCA_017654675.1,CM030340.1,154695484,TRUE,0.338173082
GCA_017654675.1,CM030340.1,154706251,TRUE,0.338127018
GCA_017654675.1,CM030340.1,154714949,TRUE,0.338089806
GCA_017654675.1,CM030348.1,168685602,TRUE,0.015924959
GCA_017654675.1,CM030348.1,168698110,TRUE,0.01585199
GCA_017654675.1,CM030348.1,168704134,TRUE,0.015816847
GCA_017654675.1,CM030348.1,168713566,TRUE,0.015761823
GCA_017654675.1,CM030348.1,168717532,TRUE,0.015738686
GCA_017654675.1,CM030348.1,168743182,TRUE,0.01558905
GCA_017654675.1,CM030348.1,168749446,TRUE,0.015552507
GCA_017654675.1,CM030348.1,168759329,TRUE,0.015494852
GCA_017654675.1,CM030348.1,168769907,TRUE,0.015433142
GCA_017654675.1,CM030349.1,141798082,TRUE,0.011130318
GCA_017654675.1,CM030349.1,141850745,TRUE,0.010763058
GCA_017654675.1,CM030349.1,141854184,TRUE,0.010739075
GCA_017654675.1,CM030352.1,13200406,TRUE,0.094398103
GCA_017654675.1,CM030352.1,13245481,TRUE,0.094720441
GCA_017654675.1,CM030352.1,13251593,TRUE,0.094764149
GCA_017654675.1,CM030352.1,13416993,TRUE,0.09594695
GCA_017654675.1,CM030353.1,84427968,TRUE,0.253248923
GCA_017654675.1,CM030353.1,84434238,TRUE,0.253193466
GCA_017654675.1,CM030353.1,84441082,TRUE,0.253132932
GCA_017654675.1,CM030353.1,84484542,TRUE,0.252748536
GCA_017654675.1,CM030353.1,84494653,TRUE,0.252659105
GCA_017654675.1,CM030353.1,84504147,TRUE,0.252575133
GCA_017654675.1,CM030354.1,114552715,TRUE,0.154275028
GCA_017654675.1,CM030354.1,114574802,TRUE,0.154111964
GCA_017654675.1,CM030356.1,125875822,TRUE,0.086610844
GCA_017654675.1,CM030356.1,125887344,TRUE,0.086527237
GCA_017654675.1,CM030356.1,125901458,TRUE,0.086424822
GCA_017654675.1,CM030356.1,125936420,TRUE,0.086171128
GCA_017654675.1,CM030356.1,125944571,TRUE,0.086111982
GCA_017654675.1,CM030356.1,125949794,TRUE,0.086074083
GCA_017654675.1,CM030356.1,125954388,TRUE,0.086040747
GCA_017654675.1,CM030356.1,125961553,TRUE,0.085988756
GCA_017654675.1,CM030356.1,125973932,TRUE,0.085898931
GCA_017654675.1,CM030356.1,125996312,TRUE,0.085736536
GCA_017654675.1,CM030356.1,126010052,TRUE,0.085636834
GCA_017654675.1,CM030357.1,109551234,TRUE,0.065790927
GCA_017654675.1,CM030357.1,109560890,TRUE,0.065708584
GCA_017654675.1,CM030357.1,109568321,TRUE,0.065645215
GCA_017654675.1,CM030357.1,109572293,TRUE,0.065611344
GCA_017654675.1,CM030357.1,109598598,TRUE,0.065387025
GCA_017654675.1,CM030357.1,109630644,TRUE,0.06511375
GCA_017654675.1,CM030357.1,109642933,TRUE,0.065008954
GCA_017654675.1,CM030357.1,109649395,TRUE,0.064953849
GCA_017654675.1,CM030357.1,109659987,TRUE,0.064863524
GCA_017654675.1,CM030357.1,109663531,TRUE,0.064833303
GCA_017654675.1,CM030357.1,109693830,TRUE,0.064574925
GCA_000004195.4,CM004443.2,142784561,TRUE,0.343432219
GCA_000004195.4,CM004443.2,142794049,TRUE,0.34338859
GCA_000004195.4,CM004443.2,142803207,TRUE,0.343346478
GCA_000004195.4,CM004447.2,159983992,TRUE,0.024687525
GCA_000004195.4,CM004447.2,159990732,TRUE,0.024646436
GCA_000004195.4,CM004447.2,159998140,TRUE,0.024601274
GCA_000004195.4,CM004447.2,160001627,TRUE,0.024580017
GCA_000004195.4,CM004447.2,160012672,TRUE,0.024512683
GCA_000004195.4,CM004447.2,160016357,TRUE,0.024490218
GCA_000004195.4,CM004447.2,160025846,TRUE,0.02443237
GCA_000004195.4,CM004447.2,160031157,TRUE,0.024399993
GCA_000004195.4,CM004447.2,160037873,TRUE,0.02435905
GCA_000004195.4,CM004447.2,160040586,TRUE,0.02434251
GCA_000004195.4,CM004447.2,160048579,TRUE,0.024293783
GCA_000004195.4,CM004449.2,18672003,TRUE,0.139796152
GCA_000004195.4,CM004449.2,18683380,TRUE,0.139881331
GCA_000004195.4,CM004449.2,18691391,TRUE,0.139941308
GCA_000004195.4,CM004449.2,18855735,TRUE,0.141171742
GCA_000004195.4,CM004449.2,18861902,TRUE,0.141217914
GCA_000004195.4,CM004449.2,96759279,TRUE,0.275569159
GCA_000004195.4,CM004450.2,121614257,TRUE,0.174049105
GCA_000004195.4,CM004450.2,121656610,TRUE,0.173761462
GCA_000004195.4,CM004451.2,11962879,TRUE,0.131144678
GCA_000004195.4,CM004451.2,11969829,TRUE,0.131220868
GCA_000004195.4,CM004451.2,11974463,TRUE,0.131271669
GCA_000004195.4,CM004451.2,11978177,TRUE,0.131312384
GCA_000004195.4,CM004451.2,11991436,TRUE,0.131457738
GCA_000004195.4,CM004451.2,11995137,TRUE,0.13149831
GCA_000004195.4,CM004451.2,12008788,TRUE,0.131647961
GCA_000004195.4,CM004451.2,12019742,TRUE,0.131768046
GCA_000004195.4,CM004451.2,12031354,TRUE,0.131895344
GCA_000004195.4,CM004451.2,12033009,TRUE,0.131913487
GCA_000004195.4,CM004451.2,12036883,TRUE,0.131955956
GCA_000004195.4,CM004451.2,12040976,TRUE,0.132000826
GCA_000004195.4,CM004451.2,12044560,TRUE,0.132040117
GCA_000004195.4,CM004451.2,12057409,TRUE,0.132180975
GCA_000004195.4,CM004451.2,12068135,TRUE,0.132298561
GCA_000004195.4,CM004451.2,12071867,TRUE,0.132339473
GCA_000004195.4,CM004451.2,12074717,TRUE,0.132370717
GCA_000004195.4,CM004451.2,12077741,TRUE,0.132403868
GCA_000004195.4,CM004451.2,12086073,TRUE,0.132495208
GCA_000004195.4,CM004451.2,12088763,TRUE,0.132524698
GCA_000004195.4,CM004451.2,12091407,TRUE,0.132553683
GCA_000004195.4,CM004451.2,12094935,TRUE,0.132592359
GCA_000004195.4,CM004451.2,12098827,TRUE,0.132635026
GCA_000004195.4,CM004451.2,12103921,TRUE,0.13269087
GCA_000004195.4,CM004451.2,12109869,TRUE,0.132756075
GCA_000004195.4,CM004451.2,12114029,TRUE,0.13280168
GCA_000004195.4,CM004451.2,12118216,TRUE,0.13284758
GCA_000004195.4,CM004451.2,14045211,TRUE,0.153972524
GCA_028644305.1,CM053403.1,87775170,TRUE,0.421024348
GCA_028644305.1,CM053403.1,87827063,TRUE,0.420682056
GCA_028644305.1,CM053403.1,87833411,TRUE,0.420640184
GCA_028644305.1,CM053403.1,87846327,TRUE,0.420554988
GCA_028644305.1,CM053403.1,87877206,TRUE,0.420351307
GCA_028644305.1,CM053403.1,87915214,TRUE,0.420100601
GCA_028644305.1,CM053403.1,87933667,TRUE,0.419978883
GCA_028644305.1,CM053403.1,88128032,TRUE,0.418696828
GCA_028644305.1,CM053403.1,88131784,TRUE,0.418672079
GCA_028644305.1,CM053405.1,6646555,TRUE,0.047220236
